cidade_origem,latitude_origem,longitude_origem,hospital,cidade_hospital,latitude_hospital,longitude_hospital,telefone,endereco,distancia_km,soro,animal
Ribeirão,-8.509568,-35.369824,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,29.879,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Rio Formoso,-8.659196,-35.153212,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,46.503,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Sairé,-8.328638,-35.696737,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,31.887,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Salgadinho,-7.926901,-35.650288,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,22.792,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Salgueiro,-8.073734,-39.12469,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,2.135,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Saloá,-8.972301,-36.691031,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,24.955,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Sanharó,-8.360969,-36.569598,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,53.883,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Cruz,-8.241534,-40.343368,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,48.871,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Cruz da Baixa Verde,-7.81339,-38.14756,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,25.583,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Cruz do Capibaribe,-7.948019,-36.206092,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,41.66,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Filomena,-8.166877,-40.607854,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,65.707,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Maria da Boa Vista,-8.797655,-39.824056,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,98.874,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Maria do Cambucá,-7.83676,-35.894138,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,46.014,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Santa Terezinha,-7.37696,-37.47875,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,44.14,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Serra Talhada,-7.981778,-38.289034,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,1.33,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Serrita,-7.940406,-39.295062,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,23.934,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Sertânia,-8.068467,-37.268393,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,45.671,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Sirinhaém,-8.587782,-35.11259,Hospital Jaboatão Prazeres,Jaboatão dos Guararapes,-8.165936190817785,-34.92316909422215,(81) 3184-4201,Rua Recife s/n - Cajueiro Seco,51.107,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Solidão,-7.594717,-37.644494,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,15.79,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Surubim,-7.847456,-35.748102,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,33.252,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São Benedito do Sul,-8.816603,-35.945346,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,43.227,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São Bento do Una,-8.52637,-36.446469,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,39.571,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São Caitano,-8.329239,-36.144077,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,20.937,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São Joaquim do Monte,-8.431962,-35.803498,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,27.904,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São José da Coroa Grande,-8.889375,-35.151461,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,51.699,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São José do Belmonte,-7.857235,-38.757689,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,45.049,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São José do Egito,-7.469447,-37.273974,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,51.04,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São João,-8.875762,-36.36532,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,12.96,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São Lourenço da Mata,-8.00684,-35.012359,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
São Vicente Ferrer,-7.589691,-35.480844,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,32.518,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tabira,-7.583661,-37.537735,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,21.071,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tacaimbó,-8.308673,-36.300035,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,36.621,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tacaratu,-9.097976,-38.150401,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,123.763,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tamandaré,-8.756646,-35.103285,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,52.467,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Taquaritinga do Norte,-7.894457,-36.042265,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,39.515,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Terezinha,-9.056208,-36.627236,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,24.933,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Terra Nova,-8.222436,-39.382482,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,34.803,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Timbaúba,-7.504835,-35.311884,Hospital Belarmino Correia,Goiana,-7.557762501727151,-35.002269723069254,(81) 3626-8639,Praça Correia Picanço s/n - Jardim Novo Mundo,34.668,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Toritama,-8.009546,-36.063659,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,27.878,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tracunhaém,-7.802284,-35.231421,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,25.517,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Trindade,-7.759,-40.26472,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,24.168,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Triunfo,-7.832719,-38.097776,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,28.097,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tupanatinga,-8.747984,-37.344532,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,48.089,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Tuparetama,-7.6003,-37.31653,Hospital Regional Emília Câmara,Afogados da Ingazeira,-7.737366080719775,-37.65059114583143,(87) 3838-8845,Rua São Paulo Km 1 PE 320 s/n - Alto Bela Vista,39.853,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Venturosa,-8.578855,-36.874187,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,26.367,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Verdejante,-7.922353,-38.970083,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,21.782,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Vertente do Lério,-7.770844,-35.849054,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,45.847,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Vertentes,-7.901581,-35.968143,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,38.005,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Vicência,-7.656549,-35.31395,Hospital Regional de Limoeiro,Limoeiro,-7.881953586811123,-35.44856549518912,(81) 3628-8800,Rua Padre Nicolau Pimentel 224 - Centro,29.016,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Vitória de Santo Antão,-8.128191,-35.29762,Hospital João Murilo,Vitória de Santo Antão,-8.112984806724194,-35.28808617534954,(81) 3526-8833,Avenida Henrique de Holanda 87 - Matriz,1.983,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Xexéu,-8.804601,-35.621222,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,14.011,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Água Preta,-8.706095,-35.526311,Hospital Regional Sílvio Magalhães,Palmares,-8.686612595515271,-35.57485477086261,(81) 3661-8400,BR 101 Km 185 s/n - Engenho Quilombo dos Palmares,5.76,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Águas Belas,-9.111255,-37.122619,Hospital Dom Moura,Garanhuns,-8.882305388127389,-36.48295693282645,(87) 3761-6100,Avenida Simoa Gomes s/n - Heliópolis,74.756,Soro Antiescorpiônico (SAEsc) - escorpião amarelo,Escorpião
Abreu e Lima,-7.900719,-34.898389,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,16.881,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Afogados da Ingazeira,-7.743121,-37.630991,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,78.502,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Afrânio,-8.511358,-41.009544,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,112.644,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Agrestina,-8.459657,-35.944725,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,23.937,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Alagoinha,-8.466504,-36.778767,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,30.799,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Aliança,-7.60398,-35.222696,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,61.247,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Altinho,-8.48482,-36.064408,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,28.321,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Amaraji,-8.376914,-35.450051,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,59.506,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Angelim,-8.884289,-36.290174,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,78.8,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Araripina,-7.570733,-40.494025,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,56.883,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Araçoiaba,-7.783911,-35.080897,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,35.974,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Arcoverde,-8.415192,-37.057748,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,0.861,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Barra de Guabiraba,-8.420751,-35.658544,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,39.786,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Barreiros,-8.816052,-35.183178,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,90.003,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Belo Jardim,-8.3313,-36.425822,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,50.7,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Belém de Maria,-8.625038,-35.83347,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,44.764,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Belém de São Francisco,-8.75046,-38.962255,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,78.328,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Betânia,-8.267867,-38.03454,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,42.444,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Bezerros,-8.232796,-35.795995,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,19.637,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Bodocó,-7.777592,-39.933797,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,20.277,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Bom Conselho,-9.169191,-36.685683,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,92.039,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Bom Jardim,-7.796947,-35.578391,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,66.01,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Bonito,-8.471628,-35.729249,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,36.78,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Brejinho,-7.34694,-37.286493,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,121.657,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Brejo da Madre de Deus,-8.149333,-36.374142,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,45.37,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Brejão,-9.029146,-36.566034,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,86.003,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Buenos Aires,-7.724488,-35.318197,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,58.894,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Buíque,-8.619539,-37.160564,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,24.706,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Cabo de Santo Agostinho,-8.28218,-35.025293,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,28.927,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
Cabrobó,-8.505484,-39.309384,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,53.979,Soro Antifonêutrico (SAF) - aranha armadeira,Aranha
